960    985     SP2_SP3    N    3:4:    3:2:1:1:    C[6a]-1_1_0:S-1_1_1_0     C[6a]-1_1_0:O-0:O-0:O-1_0     O(C[6a]C[5,6a]N[6a])(SC[6a]OO)    S(C[6a]C[6a]2)(OC[6a])(O)2     O(C[6a]C[5,6a]N[6a])(SC[6a]OO)    S(C[6a]C[6a]2)(OC[6a])(O)2   1.6215    0.0161    3     1.6215     0.0161    3
960    985     SP2_SP3    N    3:4:    3:2:1:1:    C[6a]-1_1_0:S-1_1_1_0     C[6a]-1_1_0:O-0:O-0:O-1_0     O(C[6a]C[5a,6a]C[6a])(SC[6a]OO)    S(C[6a]C[6a,6a]C[6a])(OC[6a])(O)2     O(C[6a]C[5a,6a]C[6a])(SC[6a]OO)    S(C[6a]C[6a,6a]C[6a])(OC[6a])(O)2   1.5867    0.0000    1     1.5867     0.0000    1
960    985     SP2_SP3    N    3:4:    3:2:1:1:    C[6a]-1_1_0:S-1_1_1_0     C[6a]-1_1_0:O-0:O-0:O-1_0     O(C[6a]C[5a,6a]N[6a])(SC[6a]OO)    S(C[6a]C[6a]2)(OC[6a])(O)2     O(C[6a]C[5a,6a]N[6a])(SC[6a]OO)    S(C[6a]C[6a]2)(OC[6a])(O)2   1.6310    0.0000    1     1.6310     0.0000    1
960    985     SP2_SP3    N    3:4:    3:2:1:1:    C[6a]-1_1_0:S-1_1_1_0     C[6a]-1_1_0:O-0:O-0:O-1_0     O(C[6a]C[6,6,6a]C[6a,6a])(SC[6a]OO)    S(C[6a]C[6a]2)(OC[6a])(O)2     O(C[6a]C[6,6,6a]C[6a,6a])(SC[6a]OO)    S(C[6a]C[6a]2)(OC[6a])(O)2   1.6212    0.0024    2     1.6212     0.0024    2
960    985     SP2_SP3    N    3:4:    3:2:1:1:    C[6a]-1_1_0:S-1_1_1_0     C[6a]-1_1_0:O-0:O-0:O-1_0     O(C[6a]C[6,6,6a]C[6a])(SC[6a]OO)    S(C[6a]C[6a]2)(OC[6a])(O)2     O(C[6a]C[6,6,6a]C[6a])(SC[6a]OO)    S(C[6a]C[6a]2)(OC[6a])(O)2   1.6112    0.0015    6     1.6112     0.0015    6
960    985     SP2_SP3    N    3:4:    3:2:1:1:    C[6a]-1_1_0:S-1_1_1_0     C[6a]-1_1_0:O-0:O-0:O-1_0     O(C[6a]C[6,6a]C[6a])(SC[6a]OO)    S(C[6a]C[6a]2)(OC[6a])(O)2     O(C[6a]C[6,6a]C[6a])(SC[6a]OO)    S(C[6a]C[6a]2)(OC[6a])(O)2   1.6100    0.0071    9     1.6100     0.0071    9
960    985     SP2_SP3    N    3:4:    3:2:1:1:    C[6a]-1_1_0:S-1_1_1_0     C[6a]-1_1_0:O-0:O-0:O-1_0     O(C[6a]C[6a,6a]C[6a])(SC[6a]OO)    S(C[6a]C[6a,6a]C[6a])(OC[6a])(O)2     O(C[6a]C[6a,6a]C[6a])(SC[6a]OO)    S(C[6a]C[6a,6a]C[6a])(OC[6a])(O)2   1.5933    0.0000    1     1.5933     0.0000    1
960    985     SP2_SP3    N    3:4:    3:2:1:1:    C[6a]-1_1_0:S-1_1_1_0     C[6a]-1_1_0:O-0:O-0:O-1_0     O(C[6a]C[6a,6a]C[6a])(SC[6a]OO)    S(C[6a]C[6a]2)(OC[6a])(O)2     O(C[6a]C[6a,6a]C[6a])(SC[6a]OO)    S(C[6a]C[6a]2)(OC[6a])(O)2   1.6031    0.0147    12     1.6031     0.0147    12
960    985     SP2_SP3    N    3:4:    3:2:1:1:    C[6a]-1_1_0:S-1_1_1_0     C[6a]-1_1_0:O-0:O-0:O-1_0     O(C[6a]C[6a,6a]N[6a])(SC[6a]OO)    S(C[6a]C[6a]2)(OC[6a])(O)2     O(C[6a]C[6a,6a]N[6a])(SC[6a]OO)    S(C[6a]C[6a]2)(OC[6a])(O)2   1.6342    0.0000    1     1.6342     0.0000    1
960    985     SP2_SP3    N    3:4:    3:2:1:1:    C[6a]-1_1_0:S-1_1_1_0     C[6a]-1_1_0:O-0:O-0:O-1_0     O(C[6a]C[6a]2)(SC[6a]OO)    S(C[6a]C[6a,6a]C[6a])(OC[6a])(O)2     O(C[6a]C[6a]2)(SC[6a]OO)    S(C[6a]C[6a,6a]C[6a])(OC[6a])(O)2   1.6049    0.0127    6     1.6049     0.0127    6
960    985     SP2_SP3    N    3:4:    3:2:1:1:    C[6a]-1_1_0:S-1_1_1_0     C[6a]-1_1_0:O-0:O-0:O-1_0     O(C[6a]C[6a]2)(SC[6a]OO)    S(C[6a]C[6a]2)(OC[6a])(O)2     O(C[6a]C[6a]2)(SC[6a]OO)    S(C[6a]C[6a]2)(OC[6a])(O)2   1.6031    0.0126    132     1.6031     0.0126    132
960    985     SP2_SP3    N    3:4:    4:2:1:1:    C-1_0_0:S-1_1_0_0     C-0_0_0_0:O-0:O-0:O-1_0     O(CC[5]C)(SCOO)    S(CF3)(OC)(O)2     O(CC[5]C)(SCOO)    S(CF3)(OC)(O)2   1.5602    0.0000    1     1.5602     0.0000    1
960    985     SP2_SP3    N    3:4:    4:2:1:1:    C-1_0_0:S-1_1_0_0     C-0_0_0_0:O-0:O-0:O-1_0     O(CC[6]H)(SCOO)    S(CF3)(OC)(O)2     O(CC[6]H)(SCOO)    S(CF3)(OC)(O)2   1.5566    0.0000    1     1.5566     0.0000    1
960    985     SP2_SP3    N    3:4:    4:2:1:1:    C-1_1_0:S-1_1_0_0     C-0_0_0_0:O-0:O-0:O-1_0     O(CC[6a]C)(SCOO)    S(CF3)(OC)(O)2     O(CC[6a]C)(SCOO)    S(CF3)(OC)(O)2   1.5651    0.0000    1     1.5651     0.0000    1
960    985     SP2_SP3    N    3:4:    4:2:1:1:    C-1_1_0:S-1_1_0_0     C-0_0_0_0:O-0:O-0:O-1_0     O(CC[6a]C)(SCOO)    S(CH3)(OC)(O)2     O(CC[6a]C)(SCOO)    S(CH3)(OC)(O)2   1.5946    0.0000    1     1.5946     0.0000    1
960    985     SP2_SP3    N    3:4:    4:2:1:1:    C-1_1_0:S-1_1_0_0     C-0_0_0_0:O-0:O-0:O-1_0     O(CC[6a]C[5])(SCOO)    S(CF3)(OC)(O)2     O(CC[6a]C[5])(SCOO)    S(CF3)(OC)(O)2   1.5784    0.0000    1     1.5784     0.0000    1
960    985     SP2_SP3    N    3:4:    4:2:1:1:    C[6a]-1_1_0:S-1_1_0_0     C-0_0_0_0:O-0:O-0:O-1_0     O(C[6a]C[6a]2)(SCOO)    S(CC[5,5,6]HH)(OC[6a])(O)2     O(C[6a]C[6a]2)(SCOO)    S(CC[5,5,6]HH)(OC[6a])(O)2   1.5992    0.0020    4     1.5992     0.0020    4
960    985     SP2_SP3    N    3:4:    4:2:1:1:    C[6a]-1_1_0:S-1_1_0_0     C-1_0_0_0:O-0:O-0:O-1_0     O(C[6a]C[6a]2)(SCOO)    S(CC[6a]HH)(OC[6a])(O)2     O(C[6a]C[6a]2)(SCOO)    S(CC[6a]HH)(OC[6a])(O)2   1.6124    0.0077    2     1.6124     0.0077    2
960    985     SP2_SP3    N    4:2:    3:2:1:1:    N-1_0:S-1_1_1_0     C[6a]-1_1_0:O-0:O-0:O-1_0     O(SC[6a]OO)(NC[5,6])    S(C[6a]C[6a]2)(ON)(O)2     O(SC[6a]OO)(NC[5,6])    S(C[6a]C[6a]2)(ON)(O)2   1.6148    0.0000    1     1.6148     0.0000    1
960    985     SP2_SP3    N    4:2:    4:2:1:1:    N-1_0:S-1_1_0_0     C-0_0_0_0:O-0:O-0:O-1_0     O(SCOO)(NC)    S(CH3)(ON)(O)2     O(SCOO)(NC)    S(CH3)(ON)(O)2   1.6176    0.0000    1     1.6176     0.0000    1
960    985     SP2_SP3    N    4:3:    3:2:1:1:    C-1_1_0:S-1_1_1_0     C[6a]-1_1_0:O-0:O-0:O-1_0     O(SC[6a]OO)(CC[6a]C)    S(C[6a]C[6a]2)(OC)(O)2     O(SC[6a]OO)(CC[6a]C)    S(C[6a]C[6a]2)(OC)(O)2   1.5938    0.0031    5     1.5938     0.0031    5
960    985     SP2_SP3    N    4:3:    3:2:1:1:    C-2_1_0:S-1_1_1_0     C[6]-1_1_0:O-0:O-0:O-1_0     O(SC[6]OO)(CCN)    S(C[6]C[6]2)(OC)(O)2     O(SC[6]OO)(CCN)    S(C[6]C[6]2)(OC)(O)2   1.5978    0.0000    2     1.5978     0.0000    2
960    985     SP2_SP3    N    4:3:    4:2:1:1:    C-1_0_0:S-1_1_0_0     C-0_0_0_0:O-0:O-0:O-1_0     O(SCOO)(CCC)    S(CF3)(OC)(O)2     O(SCOO)(CCC)    S(CF3)(OC)(O)2   1.5690    0.0000    1     1.5690     0.0000    1
960    985     SP2_SP3    N    4:3:    4:2:1:1:    C-1_0_0:S-1_1_0_0     C-0_0_0_0:O-0:O-0:O-1_0     O(SCOO)(CClO)    S(CF3)(OC)(O)2     O(SCOO)(CClO)    S(CF3)(OC)(O)2   1.6213    0.0075    2     1.6213     0.0075    2
960    985     SP2_SP3    N    4:3:    4:2:1:1:    C-1_0_0:S-1_1_0_0     C-0_0_0_0:O-0:O-0:O-1_0     O(SCOO)(CFO)    S(CF3)(OC)(O)2     O(SCOO)(CFO)    S(CF3)(OC)(O)2   1.6284    0.0000    1     1.6284     0.0000    1
960    985     SP3_SP3    N    10:4:    2:3:1:1:    Lu[3,3,3x5]-0_0_0_0_0_0_0_0_0_0:S-1_1_1_0     C[6a]-1_1_0:O-0_0:O-0:O-0     O(Lu[3,3,3x5]N[5,5,6]N[5,6]2O[3,3]H[3]2O[5]2O)(SC[6a]OO)    S(OLu[3,3,3x5])(C[6a]C[6a]2)(O)2     O(Lu[3,3,3x5]N[5,5,6]N[5,6]2O[3,3]H[3]2O[5]2O)(SC[6a]OO)    S(OLu[3,3,3x5])(C[6a]C[6a]2)(O)2   1.4882    0.0000    1     1.4882     0.0000    1
960    985     SP3_SP3    N    3:4:    2:1:1:1:    N[6]-0_0_0:S-1_1_1_0     O-0_0:O-0:O-0:O-0     O(N[6]C[6]2)(SO3)    S(ON[6])(O)3     O(N[6]C[6]2)(SO3)    S(ON[6])(O)3   1.6583    0.0000    1     1.6583     0.0000    1
960    985     SP3_SP3    N    3:4:    2:2:1:1:    I-1_0_0:S-1_1_0_0     O-0_0:O-0_0:O-0:O-0     O(IC[6a]O)(SO3)    S(OI)2(O)2     O(IC[6a]O)(SO3)    S(OI)2(O)2   1.5058    0.0293    2     1.5058     0.0293    2
960    985     SP3_SP3    N    3:4:    2:4:1:1:    N[5]-1_1_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(N[5]C[5]2)(SCOO)    S(ON[5])(CH3)(O)2     O(N[5]C[5]2)(SCOO)    S(ON[5])(CH3)(O)2   1.6444    0.0000    1     1.6444     0.0000    1
960    985     SP3_SP3    N    3:4:    3:2:1:1:    I[5]-1_0_0:S-1_1_1_0     C[6a]-1_1_0:O-0_0:O-0:O-0     O(I[5]C[5,6a]O[5])(SC[6a]OO)    S(C[6a]C[6a]2)(OI[5])(O)2     O(I[5]C[5,6a]O[5])(SC[6a]OO)    S(C[6a]C[6a]2)(OI[5])(O)2   1.4923    0.0000    1     1.4923     0.0000    1
960    985     SP3_SP3    N    3:4:    3:2:1:1:    N[5]-1_1_0:S-1_1_1_0     C[6a]-1_1_0:O-0_0:O-0:O-0     O(N[5]C[5]2)(SC[6a]OO)    S(C[6a]C[6a]2)(ON[5])(O)2     O(N[5]C[5]2)(SC[6a]OO)    S(C[6a]C[6a]2)(ON[5])(O)2   1.6566    0.0045    4     1.6566     0.0045    4
960    985     SP3_SP3    N    3:4:    4:2:1:1:    I-1_0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(IC[6a]O)(SCOO)    S(CH3)(OI)(O)2     O(IC[6a]O)(SCOO)    S(CH3)(OI)(O)2   1.5016    0.0000    1     1.5016     0.0000    1
960    985     SP3_SP3    N    4:1:    2:1:1:1:    H-0:S-1_1_1_0     O-0_0:O-0:O-0:O-0     O(SO3)(H)    S(OH)(O)3     O(SO3)(H)    S(OH)(O)3   1.5545    0.0162    96     1.5545     0.0162    96
960    985     SP3_SP3    N    4:1:    2:2:1:1:    H-0:S-1_1_0_0     O-0_0:O-0_0:O-0:O-0     O(SO3)(H)    S(OH)2(O)2     O(SO3)(H)    S(OH)2(O)2   1.5369    0.0004    3     1.5369     0.0004    3
960    985     SP3_SP3    N    4:1:    3:2:1:1:    H-0:S-1_1_1_0     C[5]-1_0_0:O-0_0:O-0:O-0     O(SC[5]OO)(H)    S(C[5]C[5]S[5])(OH)(O)2     O(SC[5]OO)(H)    S(C[5]C[5]S[5])(OH)(O)2   1.6019    0.0000    1     1.6019     0.0000    1
960    985     SP3_SP3    N    4:1:    3:2:1:1:    H-0:S-1_1_1_0     C[6a]-1_1_0:O-0_0:O-0:O-0     O(SC[6a]OO)(H)    S(C[6a]C[6a]2)(OH)(O)2     O(SC[6a]OO)(H)    S(C[6a]C[6a]2)(OH)(O)2   1.4817    0.0717    5     1.4817     0.0717    5
960    985     SP3_SP3    N    4:1:    3:4:3:2:    H-0:S-1_0_0_0     C-1_0_0_0:C[6a]-1_1_0:N-2_0_0:O-0_0     O(SC[6a]CN)(H)    S(C[6a]C[6a]2)(CC[6a]HH)(NCH)(OH)     O(SC[6a]CN)(H)    S(C[6a]C[6a]2)(CC[6a]HH)(NCH)(OH)   1.4312    0.0000    2     1.4312     0.0000    2
960    985     SP3_SP3    N    4:1:    4:2:1:1:    H-0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(SCOO)(H)    S(CCHH)(OH)(O)2     O(SCOO)(H)    S(CCHH)(OH)(O)2   1.4950    0.0466    3     1.4950     0.0466    3
960    985     SP3_SP3    N    4:1:    4:2:1:1:    H-0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(SCOO)(H)    S(CH3)(OH)(O)2     O(SCOO)(H)    S(CH3)(OH)(O)2   1.3591    0.0000    1     1.3591     0.0000    1
960    985     SP3_SP3    N    4:1:    4:3:2:2:    H-0:S-1_0_0_0     C-1_1_0_0:C[6a]-1_1_0:O-0_0:O-0_0     O(SC[6a]CO)(H)    S(CC[5a]C[6a]H)(C[6a]C[6a]2)(OH)2     O(SC[6a]CO)(H)    S(CC[5a]C[6a]H)(C[6a]C[6a]2)(OH)2   1.4350    0.0032    2     1.4350     0.0032    2
960    985     SP3_SP3    N    4:2:    2:1:1:1:    H-0_0:S-1_1_1_0     O-0_0:O-0:O-0:O-0     O(SO3)(HO)    S(OH)(O)3     O(SO3)(HO)    S(OH)(O)3   1.5153    0.0215    9     1.5153     0.0215    9
960    985     SP3_SP3    N    4:2:    2:1:1:1:    O-0_0:S-1_1_1_0     O-0_0:O-0:O-0:O-0     O(SO3)(OS)    S(OO)(O)3     O(SO3)(OS)    S(OO)(O)3   1.6518    0.0018    3     1.6518     0.0018    3
960    985     SP3_SP3    N    4:2:    3:2:1:1:    H-0_0:S-1_1_1_0     C[6a]-1_1_0:O-0_0:O-0:O-0     O(SC[6a]OO)(HO)    S(C[6a]C[6a]2)(OH)(O)2     O(SC[6a]OO)(HO)    S(C[6a]C[6a]2)(OH)(O)2   1.4989    0.0000    1     1.4989     0.0000    1
960    985     SP3_SP3    N    4:2:    4:2:1:1:    H-0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(SCOO)(HO)    S(CF3)(OH)(O)2     O(SCOO)(HO)    S(CF3)(OH)(O)2   1.4435    0.0000    1     1.4435     0.0000    1
960    985     SP3_SP3    N    4:2:    4:2:1:1:    H-0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(SCOO)(HO)    S(CH3)(OH)(O)2     O(SCOO)(HO)    S(CH3)(OH)(O)2   1.4977    0.0336    2     1.4977     0.0336    2
960    985     SP3_SP3    N    4:3:    3:2:1:1:    I-1_0_0:S-1_1_1_0     C[6a]-1_1_0:O-0_0:O-0:O-0     O(SC[6a]OO)(IC[6a]O)    S(C[6a]C[6a]2)(OI)(O)2     O(SC[6a]OO)(IC[6a]O)    S(C[6a]C[6a]2)(OI)(O)2   1.4830    0.0000    1     1.4830     0.0000    1
960    985     SP3_SP3    N    4:3:    3:2:1:1:    N-0_0_0:S-1_1_1_0     C[6a]-1_1_0:O-0_0:O-0:O-0     O(SC[6a]OO)(NSS)    S(C[6a]C[6a]2)(ON)(O)2     O(SC[6a]OO)(NSS)    S(C[6a]C[6a]2)(ON)(O)2   1.6756    0.0000    1     1.6756     0.0000    1
960    985     SP3_SP3    N    4:4:    2:1:1:1:    C-0_0_0_0:S-1_1_1_0     O-0_0:O-0:O-0:O-0     O(CCHH)(SO3)    S(OC)(O)3     O(CCHH)(SO3)    S(OC)(O)3   1.5925    0.0200    6     1.5925     0.0200    6
960    985     SP3_SP3    N    4:4:    2:1:1:1:    C-0_0_0_0:S-1_1_1_0     O-0_0:O-0:O-0:O-0     O(CH3)(SO3)    S(OC)(O)3     O(CH3)(SO3)    S(OC)(O)3   1.5950    0.0211    12     1.5950     0.0211    12
960    985     SP3_SP3    N    4:4:    2:1:1:1:    C[5]-0_0_0_0:S-1_1_1_0     O-0_0:O-0:O-0:O-0     O(C[5]C[5]2H)(SO3)    S(OC[5])(O)3     O(C[5]C[5]2H)(SO3)    S(OC[5])(O)3   1.6004    0.0000    1     1.6004     0.0000    1
960    985     SP3_SP3    N    4:4:    2:1:1:1:    C[6]-0_0_0_0:S-1_1_0_0     Cl-0:O-0_0:O-0:O-0     O(C[6]C[6]2H)(SClOO)    S(OC[6])(Cl)(O)2     O(C[6]C[6]2H)(SClOO)    S(OC[6])(Cl)(O)2   1.5387    0.0000    1     1.5387     0.0000    1
960    985     SP3_SP3    N    4:4:    2:2:1:1:    C-0_0_0_0:S-1_1_0_0     O-0_0:O-0:O-0:O-1_0     O(CCHH)(SO3)    S(OC[6a])(OC)(O)2     O(CCHH)(SO3)    S(OC[6a])(OC)(O)2   1.5709    0.0083    10     1.5709     0.0083    10
960    985     SP3_SP3    N    4:4:    2:2:1:1:    C-0_0_0_0:S-1_1_0_0     O-0_0:O-0_0:O-0:O-0     O(CCCH)(SO3)    S(OC)2(O)2     O(CCCH)(SO3)    S(OC)2(O)2   1.5467    0.0045    2     1.5467     0.0045    2
960    985     SP3_SP3    N    4:4:    2:2:1:1:    C-0_0_0_0:S-1_1_0_0     O-0_0:O-0_0:O-0:O-0     O(CCHH)(SO3)    S(OC)2(O)2     O(CCHH)(SO3)    S(OC)2(O)2   1.5395    0.0073    4     1.5395     0.0073    4
960    985     SP3_SP3    N    4:4:    2:2:1:1:    C-0_0_0_0:S-1_1_0_0     O-0_0:O-0_0:O-0:O-0     O(CH3)(SO3)    S(OC)2(O)2     O(CH3)(SO3)    S(OC)2(O)2   1.5428    0.0183    2     1.5428     0.0183    2
960    985     SP3_SP3    N    4:4:    2:2:1:1:    C-0_0_0_0:S-1_1_1_0     N-1_0:O-0_0:O-0:O-0     O(CCHH)(SNOO)    S(NC[5])(OC)(O)2     O(CCHH)(SNOO)    S(NC[5])(OC)(O)2   1.5802    0.0000    1     1.5802     0.0000    1
960    985     SP3_SP3    N    4:4:    2:3:1:1:    C[4,5,5,6,6]-0_0_0_0:S-1_1_1_0     C[6a]-1_1_0:O-0_0:O-0:O-0     O(C[4,5,5,6,6]C[4,4,5,3x6]2C[5,5])(SC[6a]OO)    S(OC[4,5,5,6,6])(C[6a]C[6a]2)(O)2     O(C[4,5,5,6,6]C[4,4,5,3x6]2C[5,5])(SC[6a]OO)    S(OC[4,5,5,6,6])(C[6a]C[6a]2)(O)2   1.5784    0.0000    1     1.5784     0.0000    1
960    985     SP3_SP3    N    4:4:    2:3:1:1:    C[6]-0_0_0_0:S-1_1_0_0     N-0_0_0:O-0_0:O-0:O-0     O(C[6]C[5,6]2H)(SNOO)    S(OC[6])(NHH)(O)2     O(C[6]C[5,6]2H)(SNOO)    S(OC[6])(NHH)(O)2   1.5930    0.0000    1     1.5930     0.0000    1
960    985     SP3_SP3    N    4:4:    2:4:1:1:    B[3x6]-0_0_0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(B[3x6]N[5a,6,6]3)(SCOO)    S(OB[3x6])(CH3)(O)2     O(B[3x6]N[5a,6,6]3)(SCOO)    S(OB[3x6])(CH3)(O)2   1.5482    0.0113    4     1.5482     0.0113    4
960    985     SP3_SP3    N    4:4:    2:4:1:1:    B[4]-1_1_0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(B[4]P[4]2C)(SCOO)    S(OB[4])(CF3)(O)2     O(B[4]P[4]2C)(SCOO)    S(OB[4])(CF3)(O)2   1.5160    0.0000    1     1.5160     0.0000    1
960    985     SP3_SP3    N    4:4:    2:4:1:1:    B[5]-1_1_0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(B[5]C[5,6a]C[6a]C[5])(SCOO)    S(OB[5])(CF3)(O)2     O(B[5]C[5,6a]C[6a]C[5])(SCOO)    S(OB[5])(CF3)(O)2   1.4978    0.0000    1     1.4978     0.0000    1
960    985     SP3_SP3    N    4:4:    2:4:1:1:    B[6]-0_0_0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(B[6]N[5a,6]2F)(SCOO)    S(OB[6])(CF3)(O)2     O(B[6]N[5a,6]2F)(SCOO)    S(OB[6])(CF3)(O)2   1.5070    0.0000    1     1.5070     0.0000    1
960    985     SP3_SP3    N    4:4:    2:4:1:1:    C[5,5,6]-0_0_0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(C[5,5,6]C[5,5,6]C[5,6]2)(SCOO)    S(OC[5,5,6])(CH3)(O)2     O(C[5,5,6]C[5,5,6]C[5,6]2)(SCOO)    S(OC[5,5,6])(CH3)(O)2   1.5811    0.0096    2     1.5811     0.0096    2
960    985     SP3_SP3    N    4:4:    2:4:1:1:    C[5,6]-0_0_0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(C[5,6]C[5,5,6]2H)(SCOO)    S(OC[5,6])(CH3)(O)2     O(C[5,6]C[5,5,6]2H)(SCOO)    S(OC[5,6])(CH3)(O)2   1.5865    0.0000    1     1.5865     0.0000    1
960    985     SP3_SP3    N    4:4:    2:4:1:1:    C[5,6]-0_0_0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(C[5,6]C[5,6,6]C[5,6]H)(SCOO)    S(OC[5,6])(CH3)(O)2     O(C[5,6]C[5,6,6]C[5,6]H)(SCOO)    S(OC[5,6])(CH3)(O)2   1.5776    0.0000    1     1.5776     0.0000    1
960    985     SP3_SP3    N    4:4:    2:4:1:1:    C[5]-0_0_0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(C[5]C[3,5]C[5]H)(SCOO)    S(OC[5])(CH3)(O)2     O(C[5]C[3,5]C[5]H)(SCOO)    S(OC[5])(CH3)(O)2   1.5688    0.0000    1     1.5688     0.0000    1
960    985     SP3_SP3    N    4:4:    2:4:1:1:    C[5]-0_0_0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(C[5]C[5,5]C[5]H)(SCOO)    S(OC[5])(CH3)(O)2     O(C[5]C[5,5]C[5]H)(SCOO)    S(OC[5])(CH3)(O)2   1.5840    0.0122    3     1.5840     0.0122    3
960    985     SP3_SP3    N    4:4:    2:4:1:1:    C[5]-1_0_0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(C[5]C[5]2H)(SCOO)    S(OC[5])(CH3)(O)2     O(C[5]C[5]2H)(SCOO)    S(OC[5])(CH3)(O)2   1.5731    0.0055    3     1.5731     0.0055    3
960    985     SP3_SP3    N    4:4:    2:4:1:1:    C[6,6]-0_0_0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(C[6,6]C[3x6]2H)(SCOO)    S(OC[6,6])(CH3)(O)2     O(C[6,6]C[3x6]2H)(SCOO)    S(OC[6,6])(CH3)(O)2   1.5763    0.0126    2     1.5763     0.0126    2
960    985     SP3_SP3    N    4:4:    2:4:1:1:    C[6,6]-0_0_0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(C[6,6]C[4x6]C[6,6]H)(SCOO)    S(OC[6,6])(CH3)(O)2     O(C[6,6]C[4x6]C[6,6]H)(SCOO)    S(OC[6,6])(CH3)(O)2   1.5705    0.0000    1     1.5705     0.0000    1
960    985     SP3_SP3    N    4:4:    2:4:1:1:    C[6]-0_0_0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(C[6]C[6,6]C[6]H)(SCOO)    S(OC[6])(CH3)(O)2     O(C[6]C[6,6]C[6]H)(SCOO)    S(OC[6])(CH3)(O)2   1.5671    0.0022    2     1.5671     0.0022    2
960    985     SP3_SP3    N    4:4:    2:4:1:1:    C[6]-0_0_0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(C[6]C[6]2H)(SCOO)    S(OC[6])(CC3)(O)2     O(C[6]C[6]2H)(SCOO)    S(OC[6])(CC3)(O)2   1.5846    0.0000    1     1.5846     0.0000    1
960    985     SP3_SP3    N    4:4:    2:4:1:1:    C[6]-0_0_0_0:S-1_1_0_0     C-0_0_0_0:O-0_0:O-0:O-0     O(C[6]C[6]2H)(SCOO)    S(OC[6])(CH3)(O)2     O(C[6]C[6]2H)(SCOO)    S(OC[6])(CH3)(O)2   1.5674    0.0086    12     1.5674     0.0086    12
960    985     SP3_SP3    N    4:4:    3:2:1:1:    B[3x6]-0_0_0_0:S-1_1_1_0     C[6a]-1_1_0:O-0_0:O-0:O-0     O(B[3x6]N[5a,6,6]3)(SC[6a]OO)    S(C[6a]C[6a]2)(OB[3x6])(O)2     O(B[3x6]N[5a,6,6]3)(SC[6a]OO)    S(C[6a]C[6a]2)(OB[3x6])(O)2   1.5454    0.0170    4     1.5454     0.0170    4
960    985     SP3_SP3    N    4:4:    3:2:1:1:    C-0_0_0_0:S-1_1_0_0     N-0_0_0:O-0_0:O-0:O-0     O(CCHH)(SNOO)    S(NCS)(OC)(O)2     O(CCHH)(SNOO)    S(NCS)(OC)(O)2   1.5508    0.0000    1     1.5508     0.0000    1
960    985     SP3_SP3    N    4:4:    3:2:1:1:    C-0_0_0_0:S-1_1_0_0     N-0_0_0:O-0_0:O-0:O-0     O(CCHH)(SNOO)    S(NC[3]H)(OC)(O)2     O(CCHH)(SNOO)    S(NC[3]H)(OC)(O)2   1.5857    0.0092    4     1.5857     0.0092    4
960    985     SP3_SP3    N    4:4:    3:2:1:1:    C-0_0_0_0:S-1_1_0_0     N-0_0_0:O-0_0:O-0:O-0     O(CCHH)(SNOO)    S(NC[5]H)(OC)(O)2     O(CCHH)(SNOO)    S(NC[5]H)(OC)(O)2   1.5700    0.0073    5     1.5700     0.0073    5
960    985     SP3_SP3    N    4:4:    3:2:1:1:    C-0_0_0_0:S-1_1_0_0     N-0_0_0:O-0_0:O-0:O-0     O(CCHH)(SNOO)    S(NC[6]H)(OC)(O)2     O(CCHH)(SNOO)    S(NC[6]H)(OC)(O)2   1.5658    0.0165    2     1.5658     0.0165    2
960    985     SP3_SP3    N    4:4:    3:2:1:1:    C-0_0_0_0:S-1_1_0_0     N-0_0_0:O-0_0:O-0:O-0     O(CC[5,6]HH)(SNOO)    S(NCH)(OC)(O)2     O(CC[5,6]HH)(SNOO)    S(NCH)(OC)(O)2   1.5722    0.0000    1     1.5722     0.0000    1
